name,category,ingredient_number,ingredient,amount
Rosemary Clementine Sparkle,Vodka,1,Clementine or mandarin orange,0.25
Rosemary Clementine Sparkle,Vodka,2,Vodka,1.5
Rosemary Clementine Sparkle,Vodka,3,Fresh lemon juice,0.75
Rosemary Clementine Sparkle,Vodka,4,Honey Syrup,0.75
Rosemary Clementine Sparkle,Vodka,5,Fresh rosemary sprig,1
Rosemary Clementine Sparkle,Vodka,6,Chilled sparkling wine or Champagne,1
Chapel Hill,Whiskies,1,Bourbon whiskey,2
Chapel Hill,Whiskies,2,Triple Sec,0.5
Chapel Hill,Whiskies,3,Fresh lemon juice,0.5
Robin's Nest,Vodka,1,Vodka,1
Robin's Nest,Vodka,2,Cranberry Juice,1
Robin's Nest,Vodka,3,White creme de cacao,0.5
Chancellor Cocktail,Whiskies,1,Blended Scotch Whiskey,1.5
Chancellor Cocktail,Whiskies,2,Dry Vermouth,0.5
Chancellor Cocktail,Whiskies,3,Tawny port,0.5
Chancellor Cocktail,Whiskies,4,Peychaud's Bitters,0.02
Cafe di Saronno,Cocktail Classics,1,Amaretto di Saronno,1
Carre Reprise,Whiskies,1,Straight rye whiskey,1
Carre Reprise,Whiskies,2,Cognac,1
Carre Reprise,Whiskies,3,Sweet Vermouth,1
Carre Reprise,Whiskies,4,Elderflower liqueur,0.5
Carre Reprise,Whiskies,5,Angostura Bitters,0.02
Carre Reprise,Whiskies,6,Peychaud's Bitters,0.02
Gilroy Cocktail,Brandy,1,cherry-flavored brandy,0.75
Gilroy Cocktail,Brandy,2,Gin,0.75
Gilroy Cocktail,Brandy,3,Dry Vermouth,0.5
Gilroy Cocktail,Brandy,4,Fresh lemon juice,0.5
Gilroy Cocktail,Brandy,5,Orange Bitters,0.02
Redhead Martini,Vodka,1,"Strawberries, cut into halves",4
Redhead Martini,Vodka,2,Fresh lemon juice,0.75
Redhead Martini,Vodka,3,Simple Syrup,0.75
Redhead Martini,Vodka,4,Citrus-flavored vodka,1.5
Redhead Martini,Vodka,5,Chilled Moscato d'Asti or sweet sparkling wine,1
Red Apple,Vodka,1,Vodka,1.5
Red Apple,Vodka,2,Apple juice,1
Red Apple,Vodka,3,Fresh lemon juice,0.5
Red Apple,Vodka,4,Grenadine,1
Canal Street Daisy,Whiskies,1,Blended Scotch Whiskey,1
Canal Street Daisy,Whiskies,2,Orange juice,1
Canal Street Daisy,Whiskies,3,Fresh lemon juice,0.75
Canal Street Daisy,Whiskies,4,Soda water,1
Canal Street Daisy,Whiskies,5,Orange wheel,1
Canadian Cocktail,Whiskies,1,Canadian whisky,1.5
Canadian Cocktail,Whiskies,2,Triple Sec,0.5
Canadian Cocktail,Whiskies,3,Simple Syrup,0.5
Canadian Cocktail,Whiskies,4,Angostura Bitters,0.02
Purple Ruby,Vodka,1,Vodka,1.5
Purple Ruby,Vodka,2,Pomegranate juice,1.5
Purple Ruby,Vodka,3,Grapefruit Juice,0.5
Purple Ruby,Vodka,4,Fresh Lime Juice,0.25
Purple Ruby,Vodka,5,Honey Syrup,0.25
Canadian Cherry,Whiskies,1,Maraschino liqueur,1
Canadian Cherry,Whiskies,2,Canadian whisky,1.5
Canadian Cherry,Whiskies,3,Maraschino liqueur,0.5
Canadian Cherry,Whiskies,4,Fresh lemon juice,0.5
Canadian Cherry,Whiskies,5,Orange juice,0.5
Orange Smile,Cocktail Classics,1,Egg,1
Orange Smile,Cocktail Classics,2,Juice of Orange,1
Orange Smile,Cocktail Classics,3,Grenadine,1
Purple Passion Iced Tea,Vodka,1,Vodka,0.5
Purple Passion Iced Tea,Vodka,2,Light Rum,0.5
Purple Passion Iced Tea,Vodka,3,Gin,0.5
Purple Passion Iced Tea,Vodka,4,Black raspberry liqueur,0.5
Purple Passion Iced Tea,Vodka,5,Simple Syrup,0.5
Purple Passion Iced Tea,Vodka,6,Fresh lemon juice and 3 oz,0.75
Canadian Breeze,Whiskies,1,Canadian whisky,1.5
Canadian Breeze,Whiskies,2,Pineapple Juice,0.75
Canadian Breeze,Whiskies,3,Fresh lemon juice,0.5
Canadian Breeze,Whiskies,4,Maraschino liqueur,0.25
Canadian Breeze,Whiskies,5,"Pineapple wedge, maraschino cherry",1
Purple Passion,Vodka,1,Vodka,1.5
Purple Passion,Vodka,2,Grapefruit Juice,2
Purple Passion,Vodka,3,Concord grape juice,2
Purple Passion,Vodka,4,Simple Syrup,0.5
Cameron's Kick Cocktail,Whiskies,1,Blended Scotch Whiskey,0.75
Cameron's Kick Cocktail,Whiskies,2,Irish Whiskey,0.75
Cameron's Kick Cocktail,Whiskies,3,Fresh lemon juice,0.5
Cameron's Kick Cocktail,Whiskies,4,Orange Bitters,0.04
Georgia Mint Julep,Brandy,1,Mint sprigs,2
Georgia Mint Julep,Brandy,2,Simple Syrup,0.25
Georgia Mint Julep,Brandy,3,Brandy,1.5
Georgia Mint Julep,Brandy,4,Peach-flavored brandy,1
California Lemonade,Whiskies,1,Bourbon whiskey,2
California Lemonade,Whiskies,2,Fresh lemon juice,1
California Lemonade,Whiskies,3,Fresh Lime Juice,1
California Lemonade,Whiskies,4,Simple Syrup,1
California Lemonade,Whiskies,5,Grenadine,0.25
California Lemonade,Whiskies,6,"Soda water, Orange and lemon wheels, maraschino cherry",1
Boston Side Car,Cocktail Classics,1,Mr. Boston Five Star Brandy,0.75
Boston Side Car,Cocktail Classics,2,Mr. Boston Rum,0.75
Boston Side Car,Cocktail Classics,3,Mr. Boston Triple Sec,0.75
Boston Side Car,Cocktail Classics,4,Juice of a Lime,0.5
Cablegram,Whiskies,1,Bourbon whiskey,2
Cablegram,Whiskies,2,Fresh lemon juice,1
Cablegram,Whiskies,3,Simple Syrup,0.5
Cablegram,Whiskies,4,Ginger ale,1
Bull And Bear,Whiskies,1,Bourbon whiskey,1.5
Bull And Bear,Whiskies,2,Orange curacao,0.75
Bull And Bear,Whiskies,3,Fresh lemon juice,1
Bull And Bear,Whiskies,4,Grenadine,0.25
Brooklyn,Whiskies,1,Rye or bourbon whiskey,1.5
Brooklyn,Whiskies,2,Sweet Vermouth,0.5
Brooklyn,Whiskies,3,Amer Picon or Torani Amer,1
Brooklyn,Whiskies,4,Maraschino liqueur,1
Brighton Punch,Whiskies,1,Bourbon whiskey,0.75
Brighton Punch,Whiskies,2,Brandy,0.75
Brighton Punch,Whiskies,3,Benedictine,0.75
Brighton Punch,Whiskies,4,Orange juice,2
Brighton Punch,Whiskies,5,Fresh lemon juice,1
Bourbon Renewal,Whiskies,1,Bourbon whiskey,2
Bourbon Renewal,Whiskies,2,Fresh lemon juice,1
Bourbon Renewal,Whiskies,3,Creme de Cassis,0.5
Bourbon Renewal,Whiskies,4,Simple Syrup,0.5
Bourbon Renewal,Whiskies,5,Angostura Bitters,0.02
Bourbon Highball,Whiskies,1,Bourbon whiskey,2
Bourbon And Elder,Whiskies,1,Bourbon whiskey,2
Bourbon And Elder,Whiskies,2,Elderflower liqueur,0.75
Bourbon And Elder,Whiskies,3,Angostura Bitters,0.02
Bourbon Crusta,Whiskies,1,"Lemon wedge, superfine sugar,  Long, wide spiral of orange zest",NA
Bourbon Crusta,Whiskies,2,Bourbon whiskey,2
Bourbon Crusta,Whiskies,3,Triple Sec,0.5
Bourbon Crusta,Whiskies,4,Maraschino liqueur,1
Bourbon Crusta,Whiskies,5,Fresh lemon juice,1
Bourbon Crusta,Whiskies,6,Orange Bitters,0.04
Bourbon Cooler,Whiskies,1,Bourbon whiskey,2.5
Bourbon Cooler,Whiskies,2,Fresh lemon juice,0.5
Bourbon Cooler,Whiskies,3,Grapefruit Juice,0.5
Bourbon Cooler,Whiskies,4,Orgeat Syrup,0.5
Froupe Cocktail,Brandy,1,Brandy,1.5
Froupe Cocktail,Brandy,2,Sweet Vermouth,1.5
Froupe Cocktail,Brandy,3,Benedictine,1
Bourbon A La Creme,Whiskies,1,Bourbon whiskey,2
Bourbon A La Creme,Whiskies,2,Dark creme de cacao,1
Bourbon A La Creme,Whiskies,3,Vanilla liqueur,0.5
The Bone,Whiskies,1,Bourbon whiskey,2
The Bone,Whiskies,2,Fresh Lime Juice,0.5
The Bone,Whiskies,3,Simple Syrup,0.5
The Bone,Whiskies,4,Hot red pepper sauce,3
Bobby Burns Cocktail,Whiskies,1,Blended Scotch Whiskey,1.5
Bobby Burns Cocktail,Whiskies,2,Sweet Vermouth,1.5
Bobby Burns Cocktail,Whiskies,3,Benedictine,1
Bloody Scotsman,Whiskies,1,"Smoky Scotch whisky, such as Laphroaig",24
Bloody Scotsman,Whiskies,2,Tomato Juice,24
Bloody Scotsman,Whiskies,3,V8 cocktail juice,24
Bloody Scotsman,Whiskies,4,ketchup,8
Bloody Scotsman,Whiskies,5,Fresh Lime Juice,3
Bloody Scotsman,Whiskies,6,"Simple Syrup, 3/4 oz",3
White Cargo Cocktail,Cocktail Classics,1,Vanilla Ice Cream,1
White Cargo Cocktail,Cocktail Classics,2,Mr. Boston Gin,1
Blood and Sand,Whiskies,1,Blended Scotch Whiskey,0.5
Blood and Sand,Whiskies,2,cherry-flavored brandy,0.5
Blood and Sand,Whiskies,3,Sweet Vermouth,0.5
Blood and Sand,Whiskies,4,Orange juice,0.5
The Blinker,Whiskies,1,Straight rye whisky,2
The Blinker,Whiskies,2,Grapefruit Juice,1.5
The Blinker,Whiskies,3,Raspberry Syrup,1
Pike's Peak Cooler,Cocktail Classics,2,Juice of a Lemon,0.5
Pike's Peak Cooler,Cocktail Classics,3,Powdered Sugar,1
Pike's Peak Cooler,Cocktail Classics,4,Whole Egg,1
Blarney Stone Cocktail,Whiskies,1,Irish Whiskey,2
Blarney Stone Cocktail,Whiskies,2,Anisette,0.5
Blarney Stone Cocktail,Whiskies,3,Triple Sec,0.5
Blarney Stone Cocktail,Whiskies,4,Maraschino liqueur,0.5
Blarney Stone Cocktail,Whiskies,5,Angostura Bitters,0.02
Blarney Stone Cocktail,Whiskies,6,"Orange twist, green olive",1
Pacman,Cocktail Classics,1,Lemon Juice,2
Pacman,Cocktail Classics,2,Grenadine,1
Pacman,Cocktail Classics,3,Bitters,0.02
Lemonade (Golden),Cocktail Classics,1,Juice of a Lemon,1
Lemonade (Golden),Cocktail Classics,2,Powdered Sugar,2
Lemonade (Golden),Cocktail Classics,3,Egg Yolk,1
Lemonade (Golden),Cocktail Classics,4,Water,6
Black Hawk,Whiskies,1,Bourbon whiskey,1.5
Black Hawk,Whiskies,2,Sloe gin,1.5
Black Hawk,Whiskies,3,Maraschino cherry,1
Lemonade (Egg),Cocktail Classics,1,Juice of a Lemon,1
Lemonade (Egg),Cocktail Classics,2,Powdered Sugar,2
Lemonade (Egg),Cocktail Classics,3,Whole Egg,1
Bensonhurst,Whiskies,1,Cynar,1
Bensonhurst,Whiskies,2,Straight rye whiskey,2
Bensonhurst,Whiskies,3,Dry Vermouth,1
Bensonhurst,Whiskies,4,Maraschino liqueur,0.25
Chocolate Daisy,Cocktail Classics,1,Juice of a Lemon,0.5
Chocolate Daisy,Cocktail Classics,2,Powdered Sugar,0.5
Chocolate Daisy,Cocktail Classics,3,Grenadine,1
Chocolate Daisy,Cocktail Classics,4,Brandy,1.5
Chocolate Daisy,Cocktail Classics,5,Port,1.5
The Beautiful Day,Whiskies,1,Irish Whiskey,1.25
The Beautiful Day,Whiskies,2,Rhubarb Syrup,0.75
The Beautiful Day,Whiskies,3,Cold brewed green tea,2
French Quarter,Brandy,1,Brandy,2
French Quarter,Brandy,2,Lillet Blanc,0.75
Creme de Gin Cocktail,Cocktail Classics,1,Gin,1.5
Creme de Gin Cocktail,Cocktail Classics,2,White creme de menthe,0.5
Creme de Gin Cocktail,Cocktail Classics,3,Egg White,1
Creme de Gin Cocktail,Cocktail Classics,4,Lemon Juice,2
Creme de Gin Cocktail,Cocktail Classics,5,Orange Juice,2
Creamy Screwdriver,Cocktail Classics,1,Vodka,2
Creamy Screwdriver,Cocktail Classics,2,Egg Yolk,1
Creamy Screwdriver,Cocktail Classics,3,Orange Juice,6
Creamy Screwdriver,Cocktail Classics,4,Sugar,1
Creamy Orange,Cocktail Classics,1,Orange Juice,1
Creamy Orange,Cocktail Classics,2,Cream sherry,1
Creamy Orange,Cocktail Classics,3,Brandy,0.75
Creamy Orange,Cocktail Classics,4,Light cream,1
Creamsicle,Cocktail Classics,1,Vanilla liqueur,1.5
Creamsicle,Cocktail Classics,2,Milk,1.5
Creamsicle,Cocktail Classics,3,Orange Juice,3
Cowboy Cocktail,Cocktail Classics,1,Blended whiskey,1.5
Cowboy Cocktail,Cocktail Classics,2,Light cream,1
Beals Cocktail,Whiskies,1,Blended Scotch Whiskey,1.5
Beals Cocktail,Whiskies,2,Dry Vermouth,0.5
Beals Cocktail,Whiskies,3,Sweet Vermouth,0.5
Coronation Cocktail,Cocktail Classics,1,Gin,0.75
Coronation Cocktail,Cocktail Classics,2,Dubonnet,0.75
Coronation Cocktail,Cocktail Classics,3,Dry Vermouth,0.75
Cornell Cocktail,Cocktail Classics,1,Lemon Juice,0.5
Cornell Cocktail,Cocktail Classics,2,Maraschino,1
Cornell Cocktail,Cocktail Classics,3,Egg White,1
Cornell Cocktail,Cocktail Classics,4,Gin,1.5
Combo,Cocktail Classics,1,Dry Vermouth,2.5
Combo,Cocktail Classics,2,Brandy,1
Combo,Cocktail Classics,3,Triple Sec,0.5
Combo,Cocktail Classics,4,Powdered Sugar,0.5
Combo,Cocktail Classics,5,Bitters,0.02
Basin Street,Whiskies,1,Bourbon whiskey,2
Basin Street,Whiskies,2,Triple Sec,0.75
Basin Street,Whiskies,3,Fresh lemon juice,0.75
Cole's Raspberry Cream,Cocktail Classics,1,Raspberry Yogurt,1.5
Cole's Raspberry Cream,Cocktail Classics,2,Raspberry Ice Cream,1.5
Cole's Raspberry Cream,Cocktail Classics,3,White creme de cacao,1.5
Cole's Raspberry Cream,Cocktail Classics,4,Vodka,1.5
Cole's Raspberry Cream,Cocktail Classics,5,Heavy cream,2
Cognac Coupling,Cocktail Classics,1,Cognac,2
Cognac Coupling,Cocktail Classics,2,Tawny port,1
Cognac Coupling,Cocktail Classics,3,Anis,0.5
Cognac Coupling,Cocktail Classics,4,Lemon Juice,1
Coffee Sour,Cocktail Classics,1,Coffee-flavored brandy,1.5
Coffee Sour,Cocktail Classics,2,Lemon Juice,1
Coffee Sour,Cocktail Classics,3,Powdered Sugar,1
Coffee Sour,Cocktail Classics,4,Egg White,0.5
Coffee Flip,Cocktail Classics,1,Whole Egg,1
Coffee Flip,Cocktail Classics,2,Powdered Sugar,1
Coffee Flip,Cocktail Classics,3,Brandy,1
Coffee Flip,Cocktail Classics,4,Port,1
Coffee Flip,Cocktail Classics,5,Light Cream (if desired),2
Coffee Cocktail,Cocktail Classics,1,Whole Egg,1
Coffee Cocktail,Cocktail Classics,2,Powdered Sugar,1
Coffee Cocktail,Cocktail Classics,3,Port,1
Coffee Cocktail,Cocktail Classics,4,Brandy,1
Purple Mask,Vodka,1,Vodka,1
Purple Mask,Vodka,2,Concord grape juice,1
Purple Mask,Vodka,3,White creme de cacao,0.5
Clove Cocktail,Cocktail Classics,1,Sweet Vermouth,1
Clove Cocktail,Cocktail Classics,2,Sloe gin,0.5
Clove Cocktail,Cocktail Classics,3,Muscatel Wine,0.5
Clover Leaf Cocktail,Cocktail Classics,1,Juice of a Lime,1
Clover Leaf Cocktail,Cocktail Classics,2,Grenadine,2
Clover Leaf Cocktail,Cocktail Classics,3,Egg White,1
Clover Leaf Cocktail,Cocktail Classics,4,Gin,1.5
Clover Club Cocktail,Cocktail Classics,1,Juice of a Lemon,1
Clover Club Cocktail,Cocktail Classics,2,Grenadine,2
Clover Club Cocktail,Cocktail Classics,3,Egg White,1
Clover Club Cocktail,Cocktail Classics,4,Gin,1.5
Priority Cocktail,Vodka,1,Vodka,2
Priority Cocktail,Vodka,2,Calvados,0.5
Priority Cocktail,Vodka,3,Coffee liqueur,0.5
Clamato Cocktail,Cocktail Classics,1,Vodka,1.5
Clamato Cocktail,Cocktail Classics,2,Clam Juice,1
Clamato Cocktail,Cocktail Classics,3,Tomato Juice,3
Cider Eggnog,Cocktail Classics,1,Whole Egg,1
Cider Eggnog,Cocktail Classics,2,Powdered Sugar,1
Cider Eggnog,Cocktail Classics,3,Milk,0.5
Chocolate Soldier,Cocktail Classics,1,Juice of a Lime,0.5
Chocolate Soldier,Cocktail Classics,2,Dubonnet,0.75
Chocolate Soldier,Cocktail Classics,3,Gin,1.5
Chocolate Flip,Cocktail Classics,1,Whole Egg,1
Chocolate Flip,Cocktail Classics,2,Powdered Sugar,1
Chocolate Flip,Cocktail Classics,3,Sloe gin,0.75
Chocolate Flip,Cocktail Classics,4,Brandy,0.75
Chocolate Flip,Cocktail Classics,5,Light Cream (if desired),2
Chocolate Cocktail,Cocktail Classics,1,Port,1.5
Chocolate Cocktail,Cocktail Classics,2,Yellow Chartreuse,1.5
Chocolate Cocktail,Cocktail Classics,3,Egg Yolk,1
Chocolate Cocktail,Cocktail Classics,4,Powdered Sugar,1
Chicago Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Chicago Fizz,Cocktail Classics,2,Powdered Sugar,1
Chicago Fizz,Cocktail Classics,3,Egg White,1
Chicago Fizz,Cocktail Classics,4,Port,1
Chicago Fizz,Cocktail Classics,5,Light Rum,1
Pretty In Pink,Vodka,1,Vodka,2
Pretty In Pink,Vodka,2,Cranberry Juice,0.5
Pretty In Pink,Vodka,3,Creme de noyaux,0.75
Pretty In Pink,Vodka,4,Fresh lemon juice,0.75
Cherry Wine Cocktail,Cocktail Classics,1,Danish Cherry Wine,0.75
Cherry Wine Cocktail,Cocktail Classics,2,Vodka,0.75
Cherry Wine Cocktail,Cocktail Classics,3,Juice of a Lime,0.5
Cherry Flip,Cocktail Classics,1,Whole Egg,1
Cherry Flip,Cocktail Classics,2,Powdered Sugar,1
Cherry Flip,Cocktail Classics,3,cherry-flavored brandy,1.5
Cherry Flip,Cocktail Classics,4,Light Cream (if desired),2
Cherry Cooler,Cocktail Classics,1,Cherry Vodka,2
Polynesian Cocktail,Vodka,2,Vodka,1.5
Polynesian Cocktail,Vodka,3,cherry-flavored brandy,0.75
Polynesian Cocktail,Vodka,4,Fresh Lime Juice,0.75
Chateau Briand's Rum Cow,Cocktail Classics,1,Dark rum,1.25
Chateau Briand's Rum Cow,Cocktail Classics,2,Sugar,1
Chateau Briand's Rum Cow,Cocktail Classics,3,Bitters,0.04
Chateau Briand's Rum Cow,Cocktail Classics,4,Milk,0.75
Champagne Velvet,Cocktail Classics,1,Chilled Stout,5
Champagne Velvet,Cocktail Classics,2,Chilled Champagne,5
Pink Pussycat,Vodka,1,Vodka,1.5
Pink Pussycat,Vodka,2,Pineapple or grapefruit juice,2
Pink Pussycat,Vodka,3,Grenadine,0.5
Back Porch Swizzle,Whiskies,1,Bourbon whiskey,1.5
Back Porch Swizzle,Whiskies,2,Dry Vermouth,0.5
Back Porch Swizzle,Whiskies,3,Pineapple Juice,1
Back Porch Swizzle,Whiskies,4,Ginger beer,1
Canadian Pineapple,Cocktail Classics,1,Canadian whisky,1.5
Canadian Pineapple,Cocktail Classics,2,Pineapple Juice,1
Canadian Pineapple,Cocktail Classics,3,Lemon Juice,1
Canadian Pineapple,Cocktail Classics,4,Maraschino,0.5
Calm Voyage,Cocktail Classics,1,Strega,0.5
Calm Voyage,Cocktail Classics,2,Light Rum,0.5
Calm Voyage,Cocktail Classics,3,Passion Fruit Syrup,1
Calm Voyage,Cocktail Classics,4,Lemon Juice,2
Calm Voyage,Cocktail Classics,5,Egg White,0.5
Pink Lemonade,Vodka,1,Citrus-flavored vodka,1.5
Pink Lemonade,Vodka,2,Triple Sec,0.25
Pink Lemonade,Vodka,3,Fresh Lime Juice,0.25
Pink Lemonade,Vodka,4,Fresh lemon juice,0.25
Pink Lemonade,Vodka,5,Simple Syrup,0.25
Pink Lemonade,Vodka,6,"Cranberry Juice, lemon wheel",2
Caledonia,Cocktail Classics,1,Creme de Cacao (Brown),1
Caledonia,Cocktail Classics,2,Brandy,1
Caledonia,Cocktail Classics,3,Milk,1
Caledonia,Cocktail Classics,4,Egg Yolk,1
Caf_ di Amaretto,Cocktail Classics,1,Hot Black Coffee,1
Caf_ di Amaretto,Cocktail Classics,2,Amaretto,1
Cafe De Paris Cocktail,Cocktail Classics,1,Egg White,1
Cafe De Paris Cocktail,Cocktail Classics,2,Anis,1
Cafe De Paris Cocktail,Cocktail Classics,3,Light cream,1
Cafe De Paris Cocktail,Cocktail Classics,4,Gin,1.5
Aztec's Mark,Whiskies,1,Bourbon whiskey,1.5
Aztec's Mark,Whiskies,2,White creme de cacao,0.5
Aztec's Mark,Whiskies,3,Benedictine,0.25
Aztec's Mark,Whiskies,4,Hot red pepper sauce,2
Fontainebleau Special,Brandy,1,Brandy,1
Fontainebleau Special,Brandy,2,Anisette,1
Fontainebleau Special,Brandy,3,Dry Vermouth,0.5
Suntan,Cocktail Classics,1,Hot Shot Tropical Fruit Liqueur,2
Suntan,Cocktail Classics,2,Orange Juice,2
Sunburn,Cocktail Classics,1,Hot Shot Tropical Fruit Liqueur,2
Sunburn,Cocktail Classics,2,Grapefruit Juice,2
Suissesse Cocktail,Cocktail Classics,1,Anisette,2
Suissesse Cocktail,Cocktail Classics,2,Egg White,1
Strawberry Sunries,Cocktail Classics,1,Strawberry schnapps,2
Strawberry Sunries,Cocktail Classics,2,Grenadine,0.5
Autumn Leaves,Whiskies,1,Straight rye whiskey,0.75
Autumn Leaves,Whiskies,2,Apple Brandy,0.75
Autumn Leaves,Whiskies,3,Sweet Vermouth,0.75
Autumn Leaves,Whiskies,4,Strega,0.25
Autumn Leaves,Whiskies,5,Angostura Bitters,0.04
Pickled Pink,Vodka,1,Vodka,2
Pickled Pink,Vodka,2,Aquavit,1
Pickled Pink,Vodka,3,Dill pickle brine,0.5
Pickled Pink,Vodka,4,Angostura Bitters,0.04
Aquarius,Whiskies,1,Blended Scotch Whiskey,1.5
Aquarius,Whiskies,2,cherry-flavored brandy,0.5
Aquarius,Whiskies,3,Cranberry Juice,1
Soul Kiss Cocktail,Cocktail Classics,1,Orange Juice,1.5
Soul Kiss Cocktail,Cocktail Classics,2,Dubonnet,1.5
Soul Kiss Cocktail,Cocktail Classics,3,Dry Vermouth,0.75
Soul Kiss Cocktail,Cocktail Classics,4,Bourbon,0.75
Pickled Martini,Vodka,1,Vodka,2
Pickled Martini,Vodka,2,Dry Vermouth,0.25
Pickled Martini,Vodka,3,Sweet pickle brine,0.75
Pickled Martini,Vodka,4,Sweet pickle slice,NA
Sloe Gin Flip,Cocktail Classics,1,Whole Egg,1
Sloe Gin Flip,Cocktail Classics,2,Powdered Sugar,1
Sloe Gin Flip,Cocktail Classics,3,Sloe gin,1
Sloe Gin Flip,Cocktail Classics,4,Light Cream (if desired),2
Angel's Share,Whiskies,1,Bourbon whiskey,1.5
Angel's Share,Whiskies,2,Amaro,0.5
Angel's Share,Whiskies,3,Creme de Cassis,0.25
Angel's Share,Whiskies,4,Orange Bitters,0.02
Silver Stallion Fizz,Cocktail Classics,1,Vanilla Ice Cream,1
Silver Stallion Fizz,Cocktail Classics,2,Gin,2
Silver King Cocktail,Cocktail Classics,1,Egg White,1
Silver King Cocktail,Cocktail Classics,2,Juice of a Lemon,0.25
Silver King Cocktail,Cocktail Classics,3,Gin,1.5
Silver King Cocktail,Cocktail Classics,4,Powdered Sugar,0.5
Silver King Cocktail,Cocktail Classics,5,Orange Bitters,0.04
American Trilogy,Whiskies,1,"Brown sugar cube, such as Demerara",1
American Trilogy,Whiskies,2,Straight rye whiskey,1
American Trilogy,Whiskies,3,Applejack,1
Silver Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Silver Fizz,Cocktail Classics,2,Powdered Sugar,1
Silver Fizz,Cocktail Classics,3,Gin,2
Silver Fizz,Cocktail Classics,4,Egg White,1
Sherry Twist Cocktail,Cocktail Classics,1,Cream sherry,1
Sherry Twist Cocktail,Cocktail Classics,2,Brandy,0.5
Sherry Twist Cocktail,Cocktail Classics,3,Dry Vermouth,0.5
Sherry Twist Cocktail,Cocktail Classics,4,Triple Sec,0.5
Sherry Twist Cocktail,Cocktail Classics,5,Lemon Juice,0.5
Sherry Sangaree,Cocktail Classics,1,Powdered Sugar,0.5
Sherry Sangaree,Cocktail Classics,2,Water,1
Sherry Sangaree,Cocktail Classics,3,Cream sherry,2
Sherry Sangaree,Cocktail Classics,5,Port,1
Sherry Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Sherry Milk Punch,Cocktail Classics,2,Cream sherry,2
Petit Zinc,Vodka,1,Vodka,1
Petit Zinc,Vodka,2,Triple Sec,0.5
Petit Zinc,Vodka,3,Sweet Vermouth,0.5
Petit Zinc,Vodka,4,Orange juice,0.5
Sherry Flip,Cocktail Classics,1,Whole Egg,1
Sherry Flip,Cocktail Classics,2,Powdered Sugar,1
Sherry Flip,Cocktail Classics,3,Cream sherry,1.5
Sherry Flip,Cocktail Classics,4,Light Cream (if desired),2
Sherry-and-Egg Cocktail,Cocktail Classics,2,cream sherry,2
Americana,Whiskies,1,Tennessee whiskey,1
Americana,Whiskies,2,Simple Syrup,0.5
Americana,Whiskies,3,Angostura Bitters,0.04
Allegheny,Whiskies,1,Bourbon whiskey,1
Allegheny,Whiskies,2,Dry Vermouth,1
Allegheny,Whiskies,3,Blackberry-flavored brandy,0.5
Allegheny,Whiskies,4,Fresh lemon juice,0.5
Sevilla Cocktail,Cocktail Classics,1,Powdered Sugar,0.5
Sevilla Cocktail,Cocktail Classics,2,Whole Egg,1
Sevilla Cocktail,Cocktail Classics,3,Port,1
Sevilla Cocktail,Cocktail Classics,4,Light Rum,1
September Morn Cocktail,Cocktail Classics,1,Egg White,1
September Morn Cocktail,Cocktail Classics,2,Light Rum,1
September Morn Cocktail,Cocktail Classics,3,Juice of a Lime,0.5
September Morn Cocktail,Cocktail Classics,4,Grenadine,1
Peach Iced Tea,Vodka,1,Peach-flavored vodka,1.5
Peach Iced Tea,Vodka,2,Orange curacao,0.5
Peach Iced Tea,Vodka,3,Fresh lemon juice,0.75
Peach Iced Tea,Vodka,4,Honey Syrup,0.5
Peach Iced Tea,Vodka,5,Iced tea,2
Fantasio Cocktail,Brandy,1,Brandy,1
Fantasio Cocktail,Brandy,2,Dry Vermouth,0.75
Fantasio Cocktail,Brandy,3,White creme de menthe,1
Fantasio Cocktail,Brandy,4,Maraschino liqueur,1
Scotch Bird Flyer,Cocktail Classics,1,Scotch,1.5
Scotch Bird Flyer,Cocktail Classics,2,Egg Yolk,1
Scotch Bird Flyer,Cocktail Classics,3,Triple Sec,0.5
Scotch Bird Flyer,Cocktail Classics,4,Powdered Sugar,0.5
Scotch Bird Flyer,Cocktail Classics,5,Light cream,1
Algonquin,Whiskies,1,Straight rye whiskey,1.5
Algonquin,Whiskies,2,Dry Vermouth,1
Algonquin,Whiskies,3,Pineapple Juice,1
Savannah,Cocktail Classics,1,Juice of Orange,0.5
Savannah,Cocktail Classics,2,Gin,1
Savannah,Cocktail Classics,3,White creme de cacao,1
Savannah,Cocktail Classics,4,Egg White,1
Pink Rose Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Pink Rose Fizz,Cocktail Classics,2,Powdered Sugar,1
Pink Rose Fizz,Cocktail Classics,3,Egg White,1
Pink Rose Fizz,Cocktail Classics,4,Light cream,2
Pink Rose Fizz,Cocktail Classics,5,Gin,2
Ninotchka Cocktail,Vodka,1,Vodka,1.5
Ninotchka Cocktail,Vodka,2,White creme de cacao,0.5
Ninotchka Cocktail,Vodka,3,Fresh lemon juice,0.25
Prairie Oyster,Cocktail Classics,1,Brandy,1
Prairie Oyster,Cocktail Classics,2,Worcestershire Sauce,1
Prairie Oyster,Cocktail Classics,3,Catsup,1
