name,category,ingredient_number,ingredient,amount
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,1,Light Rum,0.75
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,2,Dry Vermouth,0.75
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,3,Triple Sec,0.5
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,4,Fresh Lime Juice,1
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,5,Grenadine,0.5
Applejack Punch,Cocktail Classics,1,Applejack,1.75
Applejack Punch,Cocktail Classics,2,Grenadine,4
Applejack Punch,Cocktail Classics,3,Orange Juice,16
Applejack Punch,Cocktail Classics,6,Whole Egg,1
Brandy Flip,Cocktail Classics,1,Whole Egg,NA
Brandy Flip,Cocktail Classics,2,Powdered Sugar,1
Brandy Flip,Cocktail Classics,3,Brandy,1.5
Brandy Flip,Cocktail Classics,4,Light Cream (if desired),2
Sir Walter Cocktail,Rum - Daiquiris,1,Light Rum,0.75
Sir Walter Cocktail,Rum - Daiquiris,2,Brandy,0.75
Sir Walter Cocktail,Rum - Daiquiris,3,Grenadine,1
Sir Walter Cocktail,Rum - Daiquiris,4,Triple Sec,1
Sir Walter Cocktail,Rum - Daiquiris,5,Fresh lemon juice,1
Saxon Cocktail,Rum - Daiquiris,1,Light Rum,1.75
Saxon Cocktail,Rum - Daiquiris,2,Fresh Lime Juice,0.5
Saxon Cocktail,Rum - Daiquiris,3,Grenadine,0.5
Boston Bullet,Cocktail Classics,1,Gin,1.5
Boston Bullet,Cocktail Classics,2,Dry Vermouth,0.75
Sargasso,Rum - Daiquiris,1,Aged rhum agricole,2
Sargasso,Rum - Daiquiris,2,Dry Sherry,0.75
Sargasso,Rum - Daiquiris,3,Aperol,0.5
Sargasso,Rum - Daiquiris,4,Angostura Bitters,0.04
Santiago Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Santiago Cocktail,Rum - Daiquiris,2,Fresh Lime Juice,1
Santiago Cocktail,Rum - Daiquiris,3,Simple Syrup,0.5
Santiago Cocktail,Rum - Daiquiris,4,Grenadine,0.5
Black Velvet,Cocktail Classics,1,Chilled Stout,5
Black Velvet,Cocktail Classics,2,Chilled Champagne,5
Saint Lucy Bracer,Rum - Daiquiris,1,Dark rum,2
Saint Lucy Bracer,Rum - Daiquiris,2,Butterscotch schnapps,0.5
Saint Lucy Bracer,Rum - Daiquiris,3,Sweet Vermouth,0.5
Saint Lucy Bracer,Rum - Daiquiris,4,Angostura Bitters,0.04
Applecar,Cocktail Classics,1,Applejack,1
Applecar,Cocktail Classics,2,Triple Sec,1
Applecar,Cocktail Classics,3,Lemon Juice,1
Apple Blow Fizz,Cocktail Classics,1,Egg White,1
Apple Blow Fizz,Cocktail Classics,2,Juice of a Lemon,0.5
Apple Blow Fizz,Cocktail Classics,3,Powdered Sugar,1
Apple Blow Fizz,Cocktail Classics,4,Apple Brandy,2
Antoine Special,Cocktail Classics,1,Dubonnet,1.5
Antoine Special,Cocktail Classics,2,Dry Vermouth,1.5
Ante,Cocktail Classics,1,Apple Brandy,1
Ante,Cocktail Classics,2,Triple Sec,0.5
Ante,Cocktail Classics,3,Dubonnet,1
S & V,Rum - Daiquiris,1,Light Rum,1.5
S & V,Rum - Daiquiris,2,Creole Shrubb (rum-based orange liqueur),0.5
S & V,Rum - Daiquiris,3,Ruby port,0.5
S & V,Rum - Daiquiris,4,Fresh Lime Juice,0.5
Rum Toddy (Cold),Rum - Daiquiris,1,Light or dark rum,2
Rum Toddy (Cold),Rum - Daiquiris,2,Water,0.5
Rum Toddy (Cold),Rum - Daiquiris,3,Simple Syrup,1
Rum Toddy (Cold),Rum - Daiquiris,6,Brandy,0.5
Deauville Cocktail,Brandy,1,Brandy,0.5
Deauville Cocktail,Brandy,2,Apple Brandy,0.5
Deauville Cocktail,Brandy,3,Triple Sec,0.5
Deauville Cocktail,Brandy,4,Fresh lemon juice,0.5
Deauville Cocktail,Brandy,6,Dry Vermouth,1
Allies Cocktail,Cocktail Classics,1,Dry Vermouth,1
Allies Cocktail,Cocktail Classics,2,Gin,1
Allies Cocktail,Cocktail Classics,3,Kummel,0.5
Rum Swizzle,Rum - Daiquiris,1,Light or dark rum,2
Rum Swizzle,Rum - Daiquiris,2,Fresh Lime Juice,1
Rum Swizzle,Rum - Daiquiris,3,Simple Syrup,0.5
Rum Swizzle,Rum - Daiquiris,4,Angostura Bitters,0.04
A. J.,Cocktail Classics,1,Applejack,1.5
A. J.,Cocktail Classics,2,Grapefruit Juice,1
After Supper Cocktail,Cocktail Classics,1,Apricot-Flavored Brandy,1
After Supper Cocktail,Cocktail Classics,2,Triple Sec,1
After Supper Cocktail,Cocktail Classics,3,Lemon Juice,0.5
Rum Sour,Rum - Daiquiris,1,Light Rum,2
Rum Sour,Rum - Daiquiris,2,Fresh lemon juice,0.75
Rum Sour,Rum - Daiquiris,3,Simple Syrup,0.75
Acapulco,Cocktail Classics,1,Light Rum,1.5
Acapulco,Cocktail Classics,2,Lime Juice,1
Acapulco,Cocktail Classics,3,Triple Sec,1.5
Acapulco,Cocktail Classics,4,Sugar,1
Acapulco,Cocktail Classics,5,Egg White,NA
Absinthe Drip Cocktail,Cocktail Classics,1,Anis,1.5
Absinthe Drip Cocktail,Cocktail Classics,2,Sugar,1
Ambrosia,Cocktail Classics,1,Applejack,1
Ambrosia,Cocktail Classics,2,Brandy,1
Ambrosia,Cocktail Classics,3,Triple Sec,1
Rum Screwdriver,Rum - Daiquiris,1,Light Rum,1.5
Rum Screwdriver,Rum - Daiquiris,2,Orange juice,5
Rum Rickey,Rum - Daiquiris,1,Light Rum,1.5
Rum Rickey,Rum - Daiquiris,2,Fresh Lime Juice,0.5
Scotch Cocktail,Cocktail Classics,1,Old Mr. Boston Creme de Menthe (White),0.5
Scotch Cocktail,Cocktail Classics,2,Desmond & Duff Scotch Whisky,1.5
Rum Relaxer,Rum - Daiquiris,1,Light Rum,1.5
Rum Relaxer,Rum - Daiquiris,2,Pineapple Juice,1
Rum Relaxer,Rum - Daiquiris,3,Grenadine,0.5
Rum Old-Fashioned,Rum - Daiquiris,1,Light Rum,1.5
Rum Old-Fashioned,Rum - Daiquiris,2,151-Proof Rum,1
Rum Old-Fashioned,Rum - Daiquiris,3,Simple Syrup,1
Rum Old-Fashioned,Rum - Daiquiris,4,Angostura Bitters,0.02
Rum Martini,Rum - Daiquiris,1,Light Rum,2
Rum Martini,Rum - Daiquiris,2,Dry Vermouth,1
Rum Highball,Rum - Daiquiris,1,Light or dark rum,2
Rum Fix,Rum - Daiquiris,1,Light Rum,2.5
Rum Fix,Rum - Daiquiris,2,Fresh lemon or lime juice,1
Rum Fix,Rum - Daiquiris,3,Simple Syrup,0.5
Rum Daisy,Rum - Daiquiris,1,Light Rum,2
Rum Daisy,Rum - Daiquiris,2,Fresh lemon juice,0.5
Rum Daisy,Rum - Daiquiris,3,Simple Syrup,1
Rum Daisy,Rum - Daiquiris,4,Grenadine,1
D'artagnan,Brandy,1,Armagnac,1
D'artagnan,Brandy,2,Grand Marnier,1
D'artagnan,Brandy,3,Simple Syrup,1
D'artagnan,Brandy,4,Orange juice,0.5
D'artagnan,Brandy,5,Chilled Champagne,3
Rum Cooler,Rum - Daiquiris,1,Light Rum,2
Rum Cooler,Rum - Daiquiris,2,Simple Syrup,0.5
Rum Cooler,Rum - Daiquiris,3,Soda water,2
Rum Collins,Rum - Daiquiris,1,Light Rum,2
Rum Collins,Rum - Daiquiris,2,Fresh Lime Juice,1
Rum Collins,Rum - Daiquiris,3,Simple Syrup,0.5
Seaboabd,Cocktail Classics,1,Old Mr. Boston Blended Whiskey,1
Seaboabd,Cocktail Classics,2,Old Mr. Boston Dry Gin,1
Seaboabd,Cocktail Classics,3,Lemon Juice,1
Seaboabd,Cocktail Classics,4,Powdered Sugar,1
Rum Cobbler,Rum - Daiquiris,1,Light Rum,2
Rum Cobbler,Rum - Daiquiris,2,Simple Syrup,0.25
Robson Cocktail,Rum - Daiquiris,1,Jamaica Rum,1.5
Robson Cocktail,Rum - Daiquiris,2,Fresh lemon juice,0.5
Robson Cocktail,Rum - Daiquiris,3,Fresh orange juice,0.5
Robson Cocktail,Rum - Daiquiris,4,Grenadine,0.25
Rio Fix,Rum - Daiquiris,1,Absinthe or pastis,2
Rio Fix,Rum - Daiquiris,2,Cachaca,1.5
Rio Fix,Rum - Daiquiris,3,Maraschino liqueur,0.5
Rio Fix,Rum - Daiquiris,4,Fresh Lime Juice,0.75
Rio Fix,Rum - Daiquiris,5,Pineapple Juice,0.5
Ringo Starr,Rum - Daiquiris,1,Red grapes,3
Ringo Starr,Rum - Daiquiris,2,Lemon,0.5
Ringo Starr,Rum - Daiquiris,3,Fresh mint leaves,NA
Ringo Starr,Rum - Daiquiris,4,Sugar cube,1
Ringo Starr,Rum - Daiquiris,5,African rum,2
Restless Native,Rum - Daiquiris,1,Coconut rum,2
Restless Native,Rum - Daiquiris,2,White creme de cacao,0.75
Restless Native,Rum - Daiquiris,3,Fresh Lime Juice,1.5
Restless Native,Rum - Daiquiris,6,Light Rum,1.5
Quarter Deck Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Quarter Deck Cocktail,Rum - Daiquiris,2,Cream sherry,0.5
Quarter Deck Cocktail,Rum - Daiquiris,3,Fresh Lime Juice,0.5
Quaker's Cocktail,Rum - Daiquiris,1,Light Rum,0.75
Quaker's Cocktail,Rum - Daiquiris,2,Brandy,0.75
Quaker's Cocktail,Rum - Daiquiris,3,Fresh lemon juice,0.5
Quaker's Cocktail,Rum - Daiquiris,4,Raspberry Syrup,0.25
Puerto Rican Rum Daisy,Rum - Daiquiris,1,Dark rum,1.5
Puerto Rican Rum Daisy,Rum - Daiquiris,2,Orange curacao,0.25
Puerto Rican Rum Daisy,Rum - Daiquiris,3,Fresh lemon juice,0.75
Puerto Rican Rum Daisy,Rum - Daiquiris,4,each Orange juice and simple syrup,0.5
Puerto Rican Rum Daisy,Rum - Daiquiris,5,Angostura Bitters,0.02
Cuban Cocktail No. 2,Brandy,1,Brandy,1.5
Cuban Cocktail No. 2,Brandy,2,Light Rum,0.5
Cuban Cocktail No. 2,Brandy,3,Apricot-Flavored Brandy,0.5
Cuban Cocktail No. 2,Brandy,4,Fresh Lime Juice,0.5
Prohibition Punch,Rum - Daiquiris,1,Dark rum,1.5
Prohibition Punch,Rum - Daiquiris,2,Grand Marnier,0.75
Prohibition Punch,Rum - Daiquiris,3,Passion Fruit Juice,1
Prohibition Punch,Rum - Daiquiris,4,Cranberry Juice,1
Prohibition Punch,Rum - Daiquiris,5,Fresh lemon juice,0.25
Prohibition Punch,Rum - Daiquiris,6,Champagne,2
Prairie Oyster Cocktail,Cocktail Classics,1,Old Mr. Boston Five Star Brandy,1
Prairie Oyster Cocktail,Cocktail Classics,2,Worcestershire Sauce,1
Prairie Oyster Cocktail,Cocktail Classics,3,Tomato Catsup,1
Prairie Oyster Cocktail,Cocktail Classics,4,Vinegar,1
Prairie Oyster Cocktail,Cocktail Classics,5,Pepper,1
Prairie Oyster Cocktail,Cocktail Classics,6,"Egg Yolk, 1 oz",1
Poker Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Poker Cocktail,Rum - Daiquiris,2,Sweet Vermouth,1.5
Planter's Punch No. 2,Rum - Daiquiris,1,Light Rum,2
Planter's Punch No. 2,Rum - Daiquiris,2,Orange juice,2
Planter's Punch No. 2,Rum - Daiquiris,3,"each Fresh Lime Juice, jamaica rum, grenadine",1
Planter's Punch No. 2,Rum - Daiquiris,4,Pineapple Juice,0.5
Planter's Punch No. 2,Rum - Daiquiris,5,"each Fresh lemon juice, triple sec",0.25
Planter's Punch No. 1,Rum - Daiquiris,1,Light Rum,2.5
Planter's Punch No. 1,Rum - Daiquiris,2,Fresh Lime Juice,2
Planter's Punch No. 1,Rum - Daiquiris,3,Simple Syrup,0.5
Planter's Punch No. 1,Rum - Daiquiris,4,Soda water,2
Planter's Punch No. 1,Rum - Daiquiris,5,Grenadine,1
Planter's Cocktail,Rum - Daiquiris,1,Jamaica Rum,1.5
Planter's Cocktail,Rum - Daiquiris,2,Fresh lemon juice,0.5
Planter's Cocktail,Rum - Daiquiris,3,Simple Syrup,1
Pink Paradise,Rum - Daiquiris,1,Coconut-flavored rum,1.5
Pink Paradise,Rum - Daiquiris,2,Amaretto,1
Pink Paradise,Rum - Daiquiris,3,Cranberry Juice,3
Pink Paradise,Rum - Daiquiris,4,Pineapple Juice,1.5
Pink Creole,Rum - Daiquiris,1,Light Rum,1.5
Pink Creole,Rum - Daiquiris,2,Fresh Lime Juice,0.5
Pink Creole,Rum - Daiquiris,3,Grenadine,0.25
Pink Creole,Rum - Daiquiris,4,half-and-half,0.25
Pineapple Fizz,Rum - Daiquiris,1,Light Rum,2
Pineapple Fizz,Rum - Daiquiris,2,Pineapple Juice,1
Pineapple Fizz,Rum - Daiquiris,3,Simple Syrup,1
Pineapple Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Pineapple Cocktail,Rum - Daiquiris,2,Pineapple Juice,0.75
Pineapple Cocktail,Rum - Daiquiris,3,Fresh lemon juice,0.5
Pearl Button,Rum - Daiquiris,1,Cachaca (Brazilian rum),2
Pearl Button,Rum - Daiquiris,2,Lillet Blanc,0.75
Pearl Button,Rum - Daiquiris,3,Fresh Lime Juice,0.5
The Crux,Brandy,1,Dubonnet,0.75
The Crux,Brandy,2,Triple Sec,0.75
The Crux,Brandy,3,Brandy,0.75
The Crux,Brandy,4,Fresh lemon juice,0.75
Paris When It Sizzles,Rum - Daiquiris,1,Elderflower liqueur,0.75
Paris When It Sizzles,Rum - Daiquiris,2,Dark rum,2
Paris When It Sizzles,Rum - Daiquiris,3,Fresh Lime Juice,0.5
Paris When It Sizzles,Rum - Daiquiris,4,Angostura Bitters,0.02
Palmetto Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Palmetto Cocktail,Rum - Daiquiris,2,Dry Vermouth,1.5
Palmetto Cocktail,Rum - Daiquiris,3,Angostura Bitters,0.04
Paddington,Rum - Daiquiris,1,Absinthe,1
Paddington,Rum - Daiquiris,2,Light Rum,1.5
Paddington,Rum - Daiquiris,3,Lillet Blanc,0.5
Paddington,Rum - Daiquiris,4,Fresh grapefruit juice,0.5
Paddington,Rum - Daiquiris,5,Fresh lemon juice,0.5
Paddington,Rum - Daiquiris,6,"Orange marmalade, grapefruit twist",1
The Old Cuban,Rum - Daiquiris,1,mint leaves,NA
The Old Cuban,Rum - Daiquiris,2,Simple Syrup,1
The Old Cuban,Rum - Daiquiris,3,Fresh Lime Juice,0.75
The Old Cuban,Rum - Daiquiris,4,Dark rum,1.5
The Old Cuban,Rum - Daiquiris,5,Angostura Bitters,0.04
The Old Cuban,Rum - Daiquiris,6,"Champagne, chopped fresh mint",2
"Oh, Gosh!",Rum - Daiquiris,1,Light Rum,1.5
"Oh, Gosh!",Rum - Daiquiris,2,Triple Sec,1.5
"Oh, Gosh!",Rum - Daiquiris,3,Fresh Lime Juice,1
Night Cap,Rum - Daiquiris,1,Light Rum,2
Night Cap,Rum - Daiquiris,2,Simple Syrup,0.5
New Orleans Buck,Rum - Daiquiris,1,Light Rum,1.5
New Orleans Buck,Rum - Daiquiris,2,Fresh orange juice,1
New Orleans Buck,Rum - Daiquiris,3,Fresh lemon juice,0.5
Nevada Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Nevada Cocktail,Rum - Daiquiris,2,Grapefruit Juice,1
Nevada Cocktail,Rum - Daiquiris,3,Fresh Lime Juice,0.75
Nevada Cocktail,Rum - Daiquiris,4,Simple Syrup,0.75
Nevada Cocktail,Rum - Daiquiris,5,Angostura Bitters,0.02
Moonquake Shake,Rum - Daiquiris,1,Dark rum,1.5
Moonquake Shake,Rum - Daiquiris,2,Coffee-flavored brandy,1
Moonquake Shake,Rum - Daiquiris,3,Fresh lemon juice,0.25
Monkey Wrench,Rum - Daiquiris,1,Light Rum,1.5
Creme De Cafe,Brandy,1,Coffee-flavored brandy,1
Creme De Cafe,Brandy,2,Light Rum,0.5
Creme De Cafe,Brandy,3,Anisette,0.5
Creme De Cafe,Brandy,4,half-and-half,1
Margarita,Cocktail Classics,1,Blanco tequila,1.5
Margarita,Cocktail Classics,2,Cointreau or triple sec,0.75
Margarita,Cocktail Classics,3,Fresh Lime Juice,0.75
Mojito,Rum - Daiquiris,1,Lime wedges,3
Mojito,Rum - Daiquiris,2,Fresh mint leaves,NA
Mojito,Rum - Daiquiris,3,Simple Syrup,0.75
Mojito,Rum - Daiquiris,4,Light Rum,2
Champagne Flamingo,Vodka,1,Vodka,0.75
Champagne Flamingo,Vodka,2,Campari,0.75
Champagne Flamingo,Vodka,3,Chilled Champagne,5
Thunder and Lightning Cocktail,Cocktail Classics,1,Egg Yolk,1
Thunder and Lightning Cocktail,Cocktail Classics,2,Powdered Sugar,1
Thunder and Lightning Cocktail,Cocktail Classics,3,Old Mr. Boston Five Star Brandy,1.5
Casco Bay Lemonade,Vodka,1,Citrus-flavored vodka,1.5
Casco Bay Lemonade,Vodka,2,Simple Syrup,2
Casco Bay Lemonade,Vodka,3,Fresh lemon juice,2
Casco Bay Lemonade,Vodka,4,Cranberry Juice,1
Caribbean Cruise,Vodka,1,Vodka,1
Caribbean Cruise,Vodka,2,Light Rum,0.25
Caribbean Cruise,Vodka,3,Coconut-flavored rum,0.25
Caribbean Cruise,Vodka,4,Grenadine,1
Caribbean Cruise,Vodka,5,Pineapple Juice,4
Cappuccino Cocktail,Vodka,1,Vodka,0.75
Cappuccino Cocktail,Vodka,2,Coffee-flavored brandy,0.75
Cappuccino Cocktail,Vodka,3,half-and-half,0.75
Cappuccino Cocktail,Vodka,4,Vodka,1.5
Cappuccino Cocktail,Vodka,5,Cranberry Juice,5
Cape Codder,Tequila,1,Vodka,1.5
Cape Codder,Tequila,2,Cranberry Juice,5
Cape Codder,Tequila,4,Old Mr. Boston Anisette,1
Cape Codder,Tequila,5,Old Mr. Boston Five Star Brandy,1
Cape Codder,Tequila,6,Egg White,1
Baltimore Bracer Cocktail,Cocktail Classics,1,Old Mr. Boston Anisette,1
Baltimore Bracer Cocktail,Cocktail Classics,2,Old Mr. Boston Five Star Brandy,1
Baltimore Bracer Cocktail,Cocktail Classics,3,Egg White,1
Caesar,Vodka,1,"Lemon wedge, celery salt",NA
Caesar,Vodka,2,Vodka,1.5
Caesar,Vodka,3,Tomato-clam juice,4
Caesar,Vodka,4,Prepared horseradish,0.5
Caesar,Vodka,5,"each Worcestershire Sauce, salt, ground black pepper",1
Bull Shot,Vodka,1,Vodka,1.5
Bull Shot,Vodka,2,Cold beef bouillon,3
Bull Shot,Vodka,3,Worcestershire Sauce,1
Bull Shot,Vodka,4,Salt,1
Bull Shot,Vodka,5,Freshly ground black pepper,1
Bullfrog,Vodka,1,Vodka,1.5
Bullfrog,Vodka,2,Lemonade,5
Boston Gold,Vodka,1,Vodka,1.5
Boston Gold,Vodka,2,Creme de banana,0.5
Boston Gold,Vodka,3,Fresh orange juice,2
Corpse Reviver No. 1,Brandy,1,Cognac,2
Corpse Reviver No. 1,Brandy,2,"Calvados, apple brandy, or applejack",1
Corpse Reviver No. 1,Brandy,3,Sweet Vermouth,1
Thanksgiving Special Cocktail,Cocktail Classics,1,Old Mr. Boston Apricot Flavored Brandy,0.75
Thanksgiving Special Cocktail,Cocktail Classics,2,Old Mr. Boston Dry Gin,0.75
Thanksgiving Special Cocktail,Cocktail Classics,3,Dry Vermouth,0.75
Thanksgiving Special Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Tequini Cocktail,Cocktail Classics,1,Old Mr. Boston Tequila,1.5
Tequini Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Tequini Cocktail,Cocktail Classics,3,Bitters,0.02
Bordeaux Cocktail,Vodka,1,Citrus-flavored vodka,1.5
Bordeaux Cocktail,Vodka,2,Lillet Blanc,0.5
Bolshoi Punch,Vodka,1,Vodka,1
Bolshoi Punch,Vodka,2,Fresh lemon juice,0.75
Bolshoi Punch,Vodka,3,Simple Syrup,0.5
Bolshoi Punch,Vodka,4,Light Rum,0.5
Bolshoi Punch,Vodka,5,Creme de Cassis,0.5
Blue Lagoon,Vodka,1,Vodka,1
Blue Lagoon,Vodka,2,Blue curacao,1
Blue Lagoon,Vodka,3,Fresh lemon juice,0.5
Blue Lagoon,Vodka,4,Simple Syrup,0.5
Stinger Cocktail,Cocktail Classics,1,Old Mr. Boston White Creme de Menthe,0.5
Stinger Cocktail,Cocktail Classics,2,Old Mr. Boston Five Star Brandy,1.5
Bloody Mary,Vodka,1,Vodka,1.5
Bloody Mary,Vodka,2,Tomato Juice,3
Bloody Mary,Vodka,3,Fresh Lime Juice,0.25
Bloody Mary,Vodka,4,Worcestershire Sauce,4
Bloody Mary,Vodka,5,hot red pepper sauce,0.04
Spritzer Highball,Cocktail Classics,1,chilled Rhine wine or Sauterne,3
Bloody Bull,Vodka,1,Vodka,1
Bloody Bull,Vodka,2,Tomato Juice,2
Bloody Bull,Vodka,3,Cold beef bouillon,2
The Blood Orange,Vodka,1,Orange-flavored vodka,2
The Blood Orange,Vodka,2,Campari,1
Black Russian,Vodka,1,Vodka,1.5
Black Russian,Vodka,2,Coffee liqueur,0.75
Black Magic,Vodka,1,Vodka,1.5
Black Magic,Vodka,2,Coffee liqueur,0.75
Black Magic,Vodka,3,Fresh lemon juice,0.25
Black Cherry Chocolate,Vodka,1,Black cherry-flavored vodka,1.25
Black Cherry Chocolate,Vodka,2,White chocolate liqueur,0.75
Black Cherry Chocolate,Vodka,3,Black cherry juice,0.75
Victor Collins,Cocktail Classics,1,Old Mr. Boston Vodka,1.5
Victor Collins,Cocktail Classics,2,Unsweetened Grape Juice,3
Victor Collins,Cocktail Classics,3,Lemon Juice,3
Victor Collins,Cocktail Classics,4,Powdered Sugar,1
Snowball Cocktail,Cocktail Classics,1,Old Mr. Boston Dry Gin,1.5
Snowball Cocktail,Cocktail Classics,2,Old Mr. Boston Anisette,0.5
Snowball Cocktail,Cocktail Classics,3,Sweet Cream,1
Violet Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Violet Fizz,Cocktail Classics,2,Powdered Sugar,0.5
Violet Fizz,Cocktail Classics,3,Old Mr. Boston Dry Gin,1.5
Violet Fizz,Cocktail Classics,4,Creme Yvette,1
Bikini,Vodka,1,Vodka,1
Bikini,Vodka,2,Light Rum,0.5
Bikini,Vodka,3,Fresh lemon juice,0.5
Bikini,Vodka,4,Milk,0.5
Bikini,Vodka,5,Simple Syrup,0.5
Cold Deck Cocktail,Brandy,1,Brandy,1
Cold Deck Cocktail,Brandy,2,Sweet Vermouth,0.5
Cold Deck Cocktail,Brandy,3,White creme de menthe,1
The Big Crush,Vodka,1,Raspberry-flavored vodka,1
The Big Crush,Vodka,2,Triple Sec,0.5
The Big Crush,Vodka,3,Raspberry-flavored liqueur,0.5
The Big Crush,Vodka,4,Fresh Lime Juice,0.5
Bianca,Vodka,1,"Lime wedge, superfine sugar",NA
Bianca,Vodka,2,Citrus-flavored vodka,1.5
Bianca,Vodka,3,Pomegranate juice,2
Bianca,Vodka,4,Fresh Lime Juice,0.25
Bianca,Vodka,5,Simple Syrup,1
Bianca,Vodka,6,"Fresh lemon juice, lemon twiste, fresh pomegranate seeds",1
Bella Fragolia,Vodka,1,"Strawberry, chopped",1
Bella Fragolia,Vodka,2,Fresh basil leaves,4
Bella Fragolia,Vodka,3,Vodka,2
Bella Fragolia,Vodka,4,Fresh lemon juice,1
Bella Fragolia,Vodka,5,Simple Syrup,1
Beer Buster,Vodka,1,Vodka,1.5
Beer Buster,Vodka,3,Hot red pepper sauce,2
Basil 8,Vodka,1,Fresh basil leaves,3
Basil 8,Vodka,2,White grapes,5
Basil 8,Vodka,3,Vodka,1.5
Basil 8,Vodka,4,Fresh Lime Juice,0.75
Basil 8,Vodka,5,"each Simple Syrup, angostura bitters",0.02
Shamrock Cocktail,Cocktail Classics,1,Irish Whiskey,1.5
Shamrock Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Shamrock Cocktail,Cocktail Classics,3,Old Mr. Boston Green Creme de Menthe,1
Aqueduct,Vodka,1,Vodka,1.5
Aqueduct,Vodka,2,Fresh Lime Juice,0.75
Aqueduct,Vodka,3,White curacao or triple sec,0.5
Aqueduct,Vodka,4,Apricot-Flavored Brandy,0.5
Scotch Whisky Highball,Cocktail Classics,1,Desmond & Duff Scotch Whisky,2
Alfie Cocktail,Vodka,1,lemon-flavored vodka,1.5
Alfie Cocktail,Vodka,2,Pineapple Juice,0.75
Alfie Cocktail,Vodka,3,Triple Sec,0.5
Admiral Perry,Vodka,1,Pear-flavored vodka,2
Admiral Perry,Vodka,2,Cinnamon schnapps,1
Admiral Perry,Vodka,3,Dry Vermouth,1
Admiral Perry,Vodka,4,White creme de cacao,1
Yellow Rose Of Texas,Tequila,1,Blanco tequila,2
Yellow Rose Of Texas,Tequila,2,Fresh lemon juice,0.75
Yellow Rose Of Texas,Tequila,3,Simple Syrup,0.5
Yellow Rose Of Texas,Tequila,4,Yellow Chartreuse,0.25
Yellow Rose Of Texas,Tequila,5,Rose water,3
St. Patrick's Day Cocktail,Cocktail Classics,1,Old Mr. Boston Green Creme de Menthe,0.75
St. Patrick's Day Cocktail,Cocktail Classics,2,Green Chartreuse,0.75
St. Patrick's Day Cocktail,Cocktail Classics,3,Irish Whiskey,0.75
St. Patrick's Day Cocktail,Cocktail Classics,4,Bitters,0.02
Purple Twister,Cocktail Classics,1,Old Mr. Boston Grape Vodka,2
Waiting On Summer,Tequila,1,Cucumber,3
Waiting On Summer,Tequila,2,Fresh sage leaves,3
Waiting On Summer,Tequila,3,Fresh Lime Juice,0.5
Waiting On Summer,Tequila,4,Blanco tequila,1.5
Waiting On Summer,Tequila,5,Simple Syrup,0.75
Waiting On Summer,Tequila,6,"Ginger ale, strawberry slice",3
Cognac Highball,Brandy,1,Cognac,2
Prince's Smile Cocktail,Cocktail Classics,1,Old Mr. Boston Apricot Flavored Brandy,0.5
Prince's Smile Cocktail,Cocktail Classics,2,Apple Brandy,0.5
Prince's Smile Cocktail,Cocktail Classics,3,Old Mr. Boston Dry Gin,1
Prince's Smile Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Viva Villa,Tequila,1,"Lime wedge, coarse salt",NA
Viva Villa,Tequila,2,Blanco tequila,1.5
Viva Villa,Tequila,3,Fresh Lime Juice,1
Viva Villa,Tequila,4,Simple Syrup,0.5
Praire Oyster Cocktail,Cordials and Liqueurs,1,Old Mr. Boston Five Star Brandy,1
Praire Oyster Cocktail,Cordials and Liqueurs,2,Worcestershire Sauce,1
Praire Oyster Cocktail,Cordials and Liqueurs,3,Tomato Catsup,1
Praire Oyster Cocktail,Cordials and Liqueurs,4,Vinegar,1
Praire Oyster Cocktail,Cordials and Liqueurs,5,Pepper,1
Praire Chicken,Cocktail Classics,1,Old Mr. Boston Dry Gin,1
Praire Chicken,Cocktail Classics,2,Whole Egg,1
Venial Sin,Tequila,1,Blanco tequila,1.5
Venial Sin,Tequila,2,Mezcal,0.5
Venial Sin,Tequila,3,Yellow Chartreuse,0.5
Venial Sin,Tequila,4,Elderflower liqueur,0.25
Venial Sin,Tequila,5,Maraschino liqueur,0.25
Vagabundo,Tequila,1,Reposado blanco tequila,2
Vagabundo,Tequila,2,Pineapple Juice,1.5
Vagabundo,Tequila,3,Fresh celery juice,1.5
Vagabundo,Tequila,4,Fresh Lime Juice,0.5
The 21st Century,Tequila,1,Absinthe,0.001
The 21st Century,Tequila,2,Absinthe,1
The 21st Century,Tequila,3,Blanco tequila,1.5
The 21st Century,Tequila,4,Fresh Lime Juice,0.75
The 21st Century,Tequila,5,White creme de cacao,0.75
